POS;VNP;predikativní;vztažné;délka
N-A-N-J-R-P-P-V;0;1;0;8
N-Z-J-V-D-J-V;0;1;0;7
N-Z-J-P-R-P-D-R-N-V-V-C-N-J-V;0;1;0;15
N-Z-D-P-R-P-V;0;7;0;7
N-Z-J-R-P-V-Z-D-D-V-N-P-N-Z-J-V-P-V-Z-J-N-Z-R-P-V-V-J-V-P-Z-V-D-T-R-N-Z-D-V-R-C-N-N-R-P-Z-J-R-N-A-N-R-N-J-N-N-V-D-P-R-N-Z-D-P-A-R-P-V;0;1;0;67
N-X-Z-V;0;1;0;4
N-Z-J-T-R-N-P-N-Z-N-R-P-V;0;1;0;13
N-Z-J-P-P-A-N-R-A-N-V-V;0;1;0;12
N-Z-J-V-N-Z-J-R-P-P-R-N-V;0;1;0;13
N-Z-J-P-P-P-V-Z-R-N-Z-R-P-V-D-V-P-R-N-Z-P-R-P-V;0;1;0;24
N-Z-J-D-P-R-N-V-Z-J-V-P-R-P-V;0;1;0;15
N-N-Z-J-P-V-Z-J-P-V-V;0;1;0;11
N-Z-J-P-V-R-N-Z-D-P-N-Z-P-V-Z-V;0;1;0;16
N-Z-J-V-V-P-N-V;0;1;0;8
N-Z-J-P-T-D-P-V;0;1;0;8
N-Z-J-D-P-V-N-N-V;0;1;0;9
N-Z-J-C-N-R-N-P-D-V-R-A-A-N-Z-J-V-P-N-V-V;0;1;0;21
N-N-Z-P-A-N-V;0;1;0;7
N-Z-V-P-D-V-Z-J-V-P-V;0;1;0;11
N-Z-J-V-N-D-V-Z-J-V-R-N-Z-J-V-D-P-Z-J-P-V-R-P-N-Z-R-N-A-N-Z-J-P-V-R-N-Z-J-P-V-R-N-Z-J-P-V;0;1;0;45
N-Z-J-P-N-V-R-N-J-V;0;1;0;10
N-Z-J-P-T-D-R-A-N-V;0;1;0;10
N-N-J-A-N-N-Z-D-P-V;0;1;0;10
N-Z-J-P-V-V-A-J-J-V-A-N-P-A-N-V-J-V;0;1;0;18
N-Z-J-P-P-P-R-N-V-Z-J-V;0;1;0;12
N-Z-J-R-C-N-V-V-Z-J-N-A-N-P-V;0;1;0;15
N-Z-J-R-A-N-Z-N-J-N-P-V;0;1;0;12
N-Z-J-P-V-N-Z-J-P-D-R-P-V;0;1;0;13
N-N-P-Z-J-P-V-A-J-A-N-Z-V;0;1;0;13
N-A-N-Z-R-N-R-A-N-N-Z-P-P-V;0;1;0;14
N-Z-J-D-V-A-Z-J-D-Z-J-V-J-V;0;1;0;14
N-Z-J-V-V-P-D-Z-T-A-V-Z-J-D-N-V;0;1;0;16
N-N-A-N-Z-J-V-Z-J-V-P-N-R-A-N-V;0;1;0;16
N-Z-J-P-V-Z-J-R-P-N-P-V;0;1;0;12
N-Z-J-P-P-N-D-V-J-V-P-R-P-V;0;1;0;14
N-N-Z-D-V-J-P-N-P-V-A-N-Z-V;0;1;0;14
N-Z-J-R-P-N-P-N-V;0;1;0;9
N-Z-J-P-N-V-V-Z-P-V-R-P-Z-J-P-R-P-V;0;2;0;18
N-Z-J-J-J-P-V-J-A-N-Z-T-P-D-V;0;1;0;15
N-Z-J-V-V-R-C-N-V-D-N-Z-R-P-V;0;1;0;15
N-Z-J-T-N-V-V-N-N-J-V;0;1;0;11
N-A-N-R-P-Z-P-T-D-R-N-J-D-V-J-V-N-N-N-N-Z-D-P-V;0;1;0;24
N-Z-P-V-N-N-Z-Z-R-N-V-V-D-Z-J-N-P-R-P-V;0;1;0;20
N-Z-J-V-A-R-N-Z-J-R-P-P-V;0;1;0;13
N-N-C-N-N-Z-Z-V-J-V;0;1;0;10
N-Z-J-N-R-N-V-Z-J-P-R-P-V;0;1;0;13
N-Z-J-D-A-N-Z-R-N-Z-P-V-J-V-P-D-V;0;1;0;17
N-A-J-V;0;3;0;4
N-Z-J-P-N-V-Z-J-P-P-Z-P-V-P-N-Z-V;0;1;0;17
N-Z-J-D-A-N-Z-R-N-Z-P-V-J-V-P-D-V-D-Z-J-P-V;0;1;0;22
N-N-J-N-P-N-R-P-V-V-V;0;1;0;11
N-Z-J-V-P-R-N-V-Z-J-V-P-V;0;1;0;13
N-Z-N-P-R-P-V;0;1;0;7
N-Z-J-P-N-J-V-Z-V-A-N-R-C-J-V;0;1;0;15
N-Z-J-P-N-V-Z-J-P-R-P-V;0;1;0;12
N-Z-J-P-N-V-J-N-P-V-V;0;1;0;11
N-Z-J-P-Z-P-V-R-N-Z-V-A-A-N-J-N-P-R-P-D-V;0;1;0;21
N-Z-J-P-R-N-V-V-J-V-Z-J-P-V;0;1;0;14
N-Z-J-P-N-V-V-J-P-P-V-V;0;1;0;12
N-Z-J-V-P-V-D-Z-J-V-P-V;0;1;0;12
N-Z-J-P-N-J-N-P-V-N-P-D-V;0;1;0;13
N-Z-J-N-N-V-Z-J-P-R-P-V;0;1;0;12
N-Z-J-V-A-Z-J-V-P-R-P-V;0;1;0;12
N-Z-J-P-R-N-R-P-N-V;0;1;0;10
N-N-Z-R-P-P-V-N-V;0;1;0;9
N-R-A-N-R-P-Z-Z-N-P-V;0;1;0;11
N-Z-J-V-P-R-P-P-V;0;1;0;9
N-Z-J-P-N-Z-P-R-P-V-P-A-N-Z-V;0;1;0;15
N-Z-J-N-P-D-Z-T-R-P-N-Z-V-V;0;1;0;14
N-V-T-V-Z-T-T-V-V-Z-J-N-P-R-P-N-V-V;0;1;0;18
N-Z-J-V-J-V-N-P-N-Z-N-P-R-P-V;0;1;0;15
N-Z-J-P-Z-P-V-R-N-Z-P-V;0;1;0;12
N-Z-J-R-P-R-N-V-N-Z-P-R-P-N-V;0;1;0;15
N-Z-J-V-P-D-Z-J-J-P-R-N-J-V;0;1;0;14
N-Z-J-R-P-N-N-R-N-P-N-V;0;1;0;12
N-V-J-A-N-A-N-Z-T-V-P-R-P-V;0;1;0;14
N-N-Z-J-P-V-R-N-J-P-R-P-V;0;1;0;13
N-J-R-P-Z-D-P-N-V;0;1;0;9
N-Z-J-N-V-Z-J-J-D-V-D-R-N-Z-T-R-N-Z-J-V-Z-J-P-N-D-V;0;1;0;26
N-Z-J-V-A-J-V;0;1;0;7
N-Z-J-N-V-A-N-Z-J-V-A-N-Z-J-R-P-P-V;0;1;0;18
N-Z-J-V-R-N-D-A-Z-T-D-R-P-Z-D-P-V;0;1;0;17
N-V-N-N-Z-P-V;0;1;0;7
N-Z-J-N-V-D-D-Z-N-V-P-J-N-P-V;0;1;0;15
N-Z-J-V-C-V-J-V;0;1;0;8
N-Z-J-P-V-Z-J-V;0;1;0;8
N-Z-J-J-V-A-Z-J-P-P-N-V;0;1;0;12
N-Z-R-P-Z-D-P-V;0;1;0;8
N-N-Z-V-P-A-N-Z-P-P-R-A-N-V;0;1;0;14
N-Z-J-V-D-V-J-P-P-V-J-V-R-P-Z-J-P-V;0;1;0;18
N-Z-J-R-P-V-D-J-R-A-Z-A-N-J-J-P-R-P-V;0;1;0;19
N-Z-J-P-V-Z-V-A-N-Z-V-P-Z-J-P-R-N-V-V-V;0;1;0;20
N-Z-J-R-A-V-D-D-Z-D-P-P-V;0;1;0;13
N-Z-J-D-D-P-P-N-V;0;1;0;9
N-Z-J-P-R-P-N-B-Z-B-Z-B-J-B-V;0;2;0;15
N-Z-J-V-R-P-D-A-J-V-V-P-V-R-P-Z-P-V-Z-D-V-J-D-P-V;0;1;0;25
N-Z-J-N-N-J-N-N-V-N-P-Z-P-V-Z-R-P-Z-D-P-V;0;1;0;21
N-Z-J-N-R-N-V-V-D-J-V-R-N-N-Z-A-Z-N-D-V-V;0;1;0;21
N-Z-J-J-P-V-C-Z-T-T-V-P-R-N-N-J-P-N-V;0;1;0;19
N-Z-J-V-D-P-R-N-P-N-Z-P-P-D-V-Z-D-V-P-V-V;0;1;0;21
N-R-P-Z-J-P-V-V;0;1;0;8
N-Z-J-V-D-N-Z-J-P-R-P-D-V-V;0;1;0;14
N-Z-J-R-N-R-N-V-V-Z-J-P-T-V;0;1;0;14
N-V-T-C-N-Z-P-P-D-R-A-N-V-R-B-C-Z-J-D-P-R-P-N-V;0;1;0;24
N-Z-J-N-V-R-A-N-J-R-P-P-D-V;0;1;0;14
N-Z-J-V-N-Z-J-N-Z-P-V-A-N-Z-P-V-A-Z-A-R-P-Z-D-P-T-V;0;1;0;26
N-Z-J-P-N-P-N-V-Z-J-R-P-N-V-A-N-J-R-P-D-V-J-P-V;0;1;0;24
N-A-N-Z-P-V-J-A-N-Z-P-V-Z-J-J-V-C-N-Z-V;0;1;0;20
N-Z-J-D-V-A-N-J-N-Z-J-J-P-N-R-P-V;0;1;0;17
N-Z-J-P-R-N-P-N-R-B-V;0;1;0;11
N-Z-J-V-A-Z-J-P-R-P-V;0;1;0;11
N-Z-J-P-V-V-N-R-N-J-J-P-V-V;0;1;0;14
N-Z-J-V-V-A-A-N-J-J-J-V-Z-J-P-R-P-P-V;0;1;0;19
N-Z-J-J-V-D-D-J-J-D-P-D-V;0;1;0;13
N-N-Z-D-R-N-N-N-V-Z-N-V-R-N-J-R-D-A-N-Z-P-N-V-D-R-A-N-Z-V-D-N-Z-P-V;0;1;0;34
N-Z-J-N-R-N-V-D-A-Z-J-R-N-R-N-P-R-P-V;0;1;0;19
N-Z-J-P-V-V-Z-V-Z-V-Z-P-R-P-V-Z-J-T-P-V;0;1;0;20
N-Z-J-V-N-Z-J-P-R-P-N-V;0;1;0;12
N-D-D-V-Z-J-N-Z-J-V-Z-D-P-R-P-N-V;0;1;0;17
N-Z-J-N-P-D-R-P-V;0;1;0;9
N-Z-J-V-P-D-R-P-V-D-V-Z-R-P-N-Z-P-R-P-V;0;1;0;20
N-N-Z-Z-V;0;1;0;5
N-Z-J-P-N-V-Z-V-Z-V-P-N-J-R-P-V-Z-D-P-V;0;1;0;20
N-Z-J-P-V-D-A-N-Z-J-P-D-V;0;1;0;13
N-Z-J-J-V-D-R-P-N-Z-V-A-N-N-Z-D-P-R-P-N-V-V;0;1;0;22
N-Z-J-P-Z-P-R-N-V-Z-P-D-V;0;1;0;13
N-Z-J-N-Z-P-V-D-R-A-N-N-Z-P-R-P-V;0;1;0;17
N-V-A-N-D-V;1;0;0;6
N-Z-J-J-P-V-Z-V-P-R-P-P-A-V;0;1;0;14
N-Z-J-N-Z-N-J-N-P-V;0;1;0;10
N-Z-J-P-Z-P-V-T-R-N-Z-P-V;0;1;0;13
N-Z-J-R-N-C-N-P-R-P-N-V-V;0;1;0;13
N-Z-J-J-D-V-N-P-D-V-Z-V-N-Z-D-V-P-V-V;0;1;0;19
N-Z-J-N-D-V-A-J-D-Z-J-V-D-N-N-Z-J-V-P-R-P-V;0;1;0;22
N-Z-J-P-R-P-P-N-R-P-N-V;0;1;0;12
N-Z-J-P-R-P-C-V;0;2;0;8
N-J-D-A-Z-J-V-Z-J-P-R-P-V;0;1;0;13
N-N-J-N-Z-V-P-P-R-N-V;0;1;0;11
N-J-V-P-P-V-J-V-Z-D-V-P-V-V;0;1;0;14
N-Z-Z-T-N-Z-J-P-P-P-D-V-Z-N-Z-J-P-R-P-T-V;0;1;0;21
N-Z-J-V-V-P-P-Z-J-T-D-P-Z-J-P-A-N-Z-P-P-V-D-A-Z-P-P-A-N-P-V-Z-J-D-P-V;0;1;0;35
N-Z-J-P-N-N-J-P-N-V-Z-D-V-P-N-A-R-P-Z-J-V-N-A-R-P-Z-D-P-R-P-V;0;1;0;31
N-Z-J-N-P-N-V-D-A-N-R-P-A-N-Z-V;0;1;0;16
N-Z-J-V-P-N-N-V;0;1;0;8
N-N-V-D-R-C-N-Z-J-P-D-V-N-J-V-P-V-Z-J-V-D-P-V;0;1;0;23
N-Z-J-D-P-P-V-R-N-Z-N-P-R-P-D-D-V;0;1;0;17
N-Z-P-V-Z-J-P-V-J-P-P-Z-V-Z-Z-V-P-R-P-V-V-D-A-N-J-D-D-P-D-V;0;1;0;30
N-Z-J-P-N-V-Z-J-D-Z-D-V-R-N-Z-P-V-V;0;1;0;18
N-Z-J-D-P-D-V-Z-P-V-C-N-V-Z-D-P-V-R-P-V;0;1;0;20
N-Z-J-V-V-Z-V;0;1;0;7
N-N-Z-J-J-P-V-R-N-Z-V-P-V;0;1;0;13
N-Z-J-V-V-P-D-Z-P-D-P-N-Z-V-P-V-Z-D-V-N-Z-V-P-V-N-Z-D-P-N-P-V;0;1;0;31
N-N-J-N-P-V-V-Z-J-P-D-V;0;1;0;12
N-N-P-N-Z-Z-V-N-Z-R-P-P-N-V;0;1;0;14
N-Z-J-D-V-J-V-N-R-N-Z-P-P-V;0;1;0;14
N-Z-J-R-N-V-V-P-N-Z-J-V-Z-J-P-V-D-V;0;1;0;18
N-N-J-R-N-P-V;0;1;0;7
N-Z-J-N-V-V-J-V;0;1;0;8
N-N-P-N-J-A-A-N-V-V;0;1;0;10
N-Z-J-P-R-P-V-D-J-J-P-P-A-N-V;0;1;0;15
N-Z-J-P-P-V-V-J-J-P-R-P-P-V;0;1;0;14
N-Z-J-V-A-Z-J-P-V-Z-J-V-Z-J-P-V-V;0;1;0;17
N-Z-J-P-P-V-N-Z-D-R-P-P-V-Z-V;0;1;0;15
N-Z-J-N-V-D-D-V-N-Z-N-N-Z-P-P-N-D-Z-J-T-P-T-J-P-A-Z-J-A-N-V-Z-Z-V-P-N-J-V-Z-Z-J-P-N-V;0;1;0;43
N-Z-J-V-C-R-N-R-A-A-N-Z-P-V-N-R-A-N-Z-V-A-N-Z-V-R-N-J-V;0;1;0;28
N-Z-N-T-V-D-Z-D-J-V;0;1;0;10
N-N-J-P-N-D-V-Z-D-V-A-N-V-P-R-A-J-V;0;1;0;18
N-Z-J-V-V-P-N-Z-J-V-P-V;0;1;0;12
N-Z-J-P-V-V-Z-P-V-Z-J-V;0;1;0;12
N-Z-J-P-R-P-R-N-V;0;1;0;9
N-Z-J-N-V-V-P-R-P-J-V;0;1;0;11
N-Z-R-N-P-R-N-V;0;1;0;8
N-P-A-J-R-P-P-D-V-J-V;0;1;0;11
N-Z-J-V-V-A-A-N-J-J-J-V-Z-J-P-R-P-P-V-D-Z-J-P-D-V-V;0;1;0;26
N-Z-J-V-R-P-N-D-A-Z-A-J-V;0;1;0;13
N-J-P-N-P-R-P-D-N-Z-J-D-P-V-Z-J-P-V;0;1;0;18
N-Z-J-P-N-N-J-N-N-V;0;1;0;10
N-Z-J-V-N-Z-J-V-P-V-J-R-P-Z-J-V-N-Z-D-V-R-P-A-N-Z-P-P-D-D-V;0;1;0;30
N-J-N-Z-P-P-A-N-V-V-J-R-P-P-V;0;1;0;15
N-Z-R-P-Z-J-P-V;0;1;0;8
N-Z-J-D-P-D-A-P-V;0;1;0;9
N-Z-J-P-R-A-N-N-V-V;0;1;0;10
N-N-D-R-N-J-P-Z-D-P-V;0;1;0;11
N-Z-J-V-P-D-P-A-N-Z-P-P-R-N-N-R-N-N-V;0;1;0;19
N-R-P-Z-P-V-J-D-P-V;0;3;0;10
N-Z-J-P-P-V-P-N-R-N-V-Z-J-R-P-P-V;0;1;0;17
N-N-Z-A-N-P-V-A-Z-V-A-Z-N-Z-P-N-N-N-Z-N-T-R-N-Z-P-V;0;1;0;26
N-Z-J-R-P-P-V-Z-J-P-V;0;1;0;11
N-Z-J-R-P-N-P-V;0;1;0;8
N-Z-J-P-V-D-D-Z-J-P-V;0;1;0;11
N-Z-J-P-R-P-R-A-N-V-R-N-V;0;1;0;13
N-Z-J-P-R-P-N-V-V-Z-J-P-V-V;0;1;0;14
N-V-V-Z-Z-J-V-D-A-J-A-Z-T-T-P-D-V;0;1;0;17
N-Z-J-R-C-N-V-R-P-Z-J-P-V-V;0;1;0;14
N-Z-J-V-R-P-Z-J-P-N-D-V-Z-J-D-P-V-V;0;1;0;18
N-Z-J-P-R-P-R-A-N-P-V;0;1;0;11
N-Z-J-P-R-N-P-N-V-P-Z-P-V-P-D-V-Z-V-P-R-N-Z-D-P-R-P-V-Z-V;0;1;0;29
N-Z-J-P-A-N-D-D-V-Z-J-P-R-N-N-V-V;0;1;0;17
N-Z-J-V-P-P-V-V-D-Z-J-V-P-R-P-V-N-V;0;1;0;18
N-A-N-R-P-Z-P-N-V-Z-D-V-Z-D-P-V;0;1;0;16
N-Z-J-V-V-R-P-N-Z-J-D-A-Z-A-J-A-Z-P-V;0;1;0;19
N-J-V-N-J-D-N-Z-N-P-T-D-V;0;1;0;13
N-N-Z-R-P-V-P-N-V;0;1;0;9
N-Z-J-P-Z-D-P-V;0;1;0;8
N-Z-J-N-V-T-J-R-N-R-N-Z-R-P-Z-D-P-N-R-P-V;0;1;0;21
N-Z-J-V-P-N-D-V-Z-V-Z-J-P-V-J-V-P-V;0;1;0;18
N-Z-J-P-V-N-J-N-V-P-N-J-V-P-V;0;1;0;15
N-Z-J-N-V;0;2;0;5
V-D-D-Z-D-D-V-N;0;1;0;8
V-V-P-R-P-D-J-V-V-N;0;1;0;10
V-D-J-A-R-N-D-A-N-Z-V-A-N-D-N;0;1;0;15
V-D-J-P-R-N-V-V-V-N;0;1;0;10
V-D-Z-J-N-V-N;0;2;0;7
V-J-N-Z-J-V-V-D-N-Z-Z-J-D-V-N-A-Z-V-P-R-P-Z-J-J-V-V-R-P-R-A-N-P-R-P-D-V-Z-V-P-D-R-N-Z-Z-V-D-R-P-Z-N-Z-Z-J-D-V-V-Z-J-V-D-V-T-N;0;1;0;63
V-P-R-P-J-R-P-N-N-Z-J-P-V-V-D-N;0;1;0;16
V-D-J-P-V-N;0;2;0;6
V-Z-D-P-V-Z-V-R-N-J-N-Z-J-P-P-V-Z-V-P-V-J-P-A-N-N-Z-Z-V-V-J-N;0;1;0;31
V-D-J-D-J-N-V-N;0;1;0;8
V-P-D-Z-J-V-V-N;0;2;0;8
V-D-D-D-Z-V-V-N;0;1;0;8
V-D-D-J-N-Z-Z-D-V-R-N-A-N-P-D-A-N;0;1;0;17
V-P-R-P-N-J-P-N;0;2;0;8
V-D-Z-V-Z-J-P-N-D-D-P-V-Z-J-V-P-T-V-Z-V-N;0;1;0;21
V-Z-J-J-V-A-Z-N-V-V-T-A-N;0;1;0;13
V-A-N-Z-V-T-D-A-J-A-Z-J-R-P-R-N-V-P-V-V-N-N-Z-J-V-N;0;1;0;26
V-Z-V-X-Z-Z-Z-V-P-N;0;1;0;10
V-C-A-N-Z-V-N;0;1;0;7
V-Z-J-V-V-P-N-Z-D-P-N-N-V-D-Z-J-V-N;0;1;0;18
V-P-D-J-V-N-Z-T-R-A-N;0;1;0;11
V-D-Z-J-J-P-R-N-T-T-V-Z-J-V-A-J-A-P-D-V-Z-J-V-V-N;0;1;0;25
V-R-P-P-C-N-R-N-D-A-N;0;1;0;11
V-D-D-Z-J-T-V-N;0;1;0;8
V-D-J-D-Z-V-V-D-N;0;1;0;9
V-Z-P-V-Z-J-N-R-P-T-V-D-A-N;0;1;0;14
V-N-Z-T-V-J-D-A-V-P-Z-P-V-N;0;1;0;14
V-P-R-N-D-T-V-A-N-J-D-T-V-A-N;0;1;0;15
V-N-Z-R-P-V-Z-V-A-Z-V-N;0;1;0;12
V-R-N-Z-C-A-N;1;0;0;7
V-P-D-D-J-D-Z-J-V-R-P-V-A-N;0;1;0;14
V-J-N-Z-A-A-N-Z-V-N-Z-J-V-N-Z-D-D-R-P-N;0;1;0;20
V-R-P-N-Z-P-P-N;0;1;0;8
V-J-P-V-Z-P-V-N;0;1;0;8
V-Z-P-V-T-R-P-Z-J-P-N-P-V-P-N-Z-J-P-T-V-Z-Z-J-J-P-V-N;0;1;0;27
V-R-N-J-V-V-N;0;1;0;7
V-N-Z-N-Z-N-J-A-N;0;1;0;9
V-D-Z-V-A-J-D-V-N;0;1;0;9
V-D-Z-D-V-N;0;2;0;6
V-D-R-P-P-A-N;1;0;0;7
V-R-P-N-A-N-J-J-R-P-P-N-V-D-J-P-V-N;0;1;0;18
V-D-D-Z-A-V-D-P-A-N;0;7;0;10
V-Z-J-P-J-N-D-Z-V-A-N;0;1;0;11
V-D-Z-D-P-D-V-R-A-N-Z-P-V-N;0;1;0;14
V-D-Z-J-P-N-V-D-Z-J-P-V-N;0;1;0;13
V-R-N-R-A-A-N-Z-J-D-P-V-R-P-Z-J-V-P-N-N;0;1;0;20
V-R-N-Z-D-N-V-Z-V-R-P-Z-V-P-Z-J-P-P-P-V-T-V-D-Z-J-V-A-N-J-D-V-A-N-Z-V-N;0;1;0;36
V-P-D-J-R-N-V-A-N;0;1;0;9
V-R-N-Z-D-P-V-R-N-Z-V-P-N;0;1;0;13
V-J-N-Z-V-N-J-N-Z-J-J-A-N;0;1;0;13
V-A-N-Z-V-N-J-D-V-V-A-N;0;2;0;12
V-R-C-N-Z-D-J-V-N;0;1;0;9
V-D-J-J-A-N-R-N-V-P-N-Z-V-A-N-J-N;0;2;0;17
V-D-D-D-Z-J-R-N-V-N;0;1;0;10
V-J-A-N-Z-J-J-V-D-N;0;1;0;10
V-P-D-D-J-D-V-P-N;0;1;0;9
V-D-D-N-Z-V-D-D-V-A-N;0;1;0;11
V-V-Z-T-V-P-D-D-V-J-P-N;0;1;0;12
V-D-Z-J-R-N-N-N-P-V-N-Z-J-R-Z-P-V-N;0;1;0;18
V-Z-D-P-V-Z-N-N-V-V-Z-P-P-V-Z-J-R-P-N-V-P-A-Z-D-D-V-N;0;1;0;27
V-D-Z-N-V-A-N;0;1;0;7
V-D-J-V-P-N-V-D-A-N-Z-V-A-N-R-P-Z-J-V-V-A-N;0;1;0;22
V-P-T-D-Z-V-P-R-N;0;1;0;9
V-A-J-A-Z-J-T-J-A-Z-N;1;0;0;11
V-N-J-N-R-A-Z-R-P-P-N-R-C-N-V-J-R-C-R-P-P-N-V-A-N;0;1;0;25
V-R-N-D-J-R-A-N-Z-V-N;0;1;0;11
V-Z-J-P-V-Z-J-P-R-P-V-Z-P-A-N-P-R-N-V-Z-J-R-A-A-N-V-N;0;1;0;27
V-D-A-N-Z-J-P-R-N-J-R-N-Z-V-Z-R-N-Z-J-D-V-N;0;1;0;22
V-R-A-N-D-D-J-D-Z-J-V-V-T-N;0;3;0;14
V-Z-J-A-V-Z-J-V-P-A-N-Z-P-V-P-N-N;0;1;0;17
V-J-J-V-V-P-A-N-R-A-N-Z-J-P-V-P-V-J-V-R-N-J-A-N-Z-J-V-V-J-J-V-V-V-Z-J-P-N-V-T-J-T-N-J-P-J-D-V-Z-V-Z-J-P-D-V-J-N-N-Z-N-A-N-Z-D-V-P-V-R-N-R-N-Z-J-P-V-V-P-A-N;0;1;0;78
V-Z-V-D-A-J-V-V-N;0;2;0;9
V-Z-J-R-A-N-N-J-R-N-D-A-Z-J-P-Z-V-D-R-N-N;0;1;0;21
V-D-Z-J-C-V-N;0;1;0;7
V-D-J-R-N-Z-D-V-R-P-V-N;0;1;0;12
V-D-N-Z-J-P-P-V-V-N-Z-J-D-J-V-R-P-A-N-Z-R-P-A-N-P-N;0;1;0;26
V-P-D-D-D-Z-Z-V-P-Z-J-V-N;0;2;0;13
V-D-J-P-V-Z-D-V-J-V-V-A-J-D-J-P-V-D-Z-J-V-V-Z-Z-J-J-P-V-Z-J-V-P-V-D-R-P-V-Z-R-P-Z-D-J-V-P-A-N-R-N-Z-V-P-R-P-N-J-V-P-V-A-N-Z-J-T-N;0;1;0;65
V-J-V-D-Z-J-V-P-N-R-P-N;0;1;0;12
V-N-J-T-P-N-Z-V-P-D-P-D-P-D-V-Z-V-P-J-V-N;0;2;0;21
V-Z-J-R-P-A-N;1;0;0;7
V-Z-J-P-V-R-P-Z-J-P-N-R-A-N-J-N-V-N-J-V-P-N;0;1;0;22
V-P-D-J-R-N-R-P-A-P-V-A-N;0;1;0;13
V-J-V-V-A-N-R-P-Z-J-V-R-A-N-V-Z-A-N-P-V-J-P-V-N;0;1;0;24
V-R-N-N-Z-P-V-V-V-N;0;1;0;10
V-R-A-A-N-Z-V-N-A-N-R-A-N-Z-R-N-A-N-J-A-N;0;1;0;21
V-D-Z-J-P-V-R-P-D-A-N;0;2;0;11
V-Z-V-V-P-N-Z-P-N;0;1;0;9
V-P-J-D-A-N-Z-P-V-N-N;0;1;0;11
V-D-J-P-N-V-V-Z-A-V-J-R-N-N-A-N;0;1;0;16
V-R-A-N-D-J-A-N-Z-D-V-N;0;1;0;12
V-Z-J-V-A-Z-J-V-N-V-P-P-N-Z-J-V-N;0;1;0;17
V-J-D-V-R-P-P-N;0;1;0;8
V-V-P-D-D-J-P-Z-V-V-T-N;0;1;0;12
V-Z-J-V-A-Z-N-R-P-V-P-Z-J-V-P-A-N-Z-V-N;0;1;0;20
V-D-J-D-Z-V-P-V-J-V-T-N;0;1;0;12
V-D-Z-D-P-V-Z-J-D-V-D-P-N;0;1;0;13
V-D-Z-Z-V-P-D-Z-Z-R-A-N-V-V-A-D-V-J-V-P-N;0;1;0;21
V-Z-P-N-R-P-V-Z-P-N;0;4;0;10
V-R-N-T-A-N;3;1;0;6
V-D-J-R-N-Z-Z-V-N-Z-P-V-N;0;1;0;13
V-D-Z-D-P-R-A-N-V-Z-V-V-D-N;0;1;0;14
V-D-A-N-Z-R-P-D-D-V-Z-J-V-N;0;1;0;14
V-J-A-N-Z-V-P-D-Z-P-V-V-N;0;1;0;13
V-D-D-J-D-Z-P-N-P-P-P-V-R-P-Z-J-V-N-N-Z-Z-V-P-N;0;1;0;24
V-R-N-V-V-Z-J-N;0;1;0;8
V-J-P-Z-V-N-V-N-Z-P-V-D-V-Z-J-V-N;0;1;0;17
V-D-D-Z-V-P-R-P-J-V-N;0;1;0;11
V-D-D-Z-R-X-V-D-A-N;0;1;0;10
V-Z-J-V-R-P-V-N-Z-J-D-V-Z-J-V-N;0;1;0;16
V-D-D-J-V-P-Z-J-P-D-V-J-V-P-R-C-N-Z-Z-V-P-N;0;1;0;22
V-D-Z-J-D-N-Z-P-D-V-N;0;1;0;11
V-D-D-J-N-Z-N-V-R-N-D-J-V-N;0;1;0;14
V-P-R-N-R-C-J-V-P-N;0;1;0;10
V-Z-J-P-N-P-V-V-R-N-Z-J-P-N-V-J-V-N;0;1;0;18
V-J-R-A-N-V-D-V-J-V-C-Z-J-P-P-V-N;0;1;0;17
V-D-Z-D-P-V-Z-J-P-V-R-P-Z-J-P-N-R-A-N-J-N-V-N-J-V-P-N;0;1;0;27
V-D-Z-N-P-V-Z-Z-V-R-N-Z-Z-J-P-D-V-Z-J-V-N;0;1;0;21
V-T-D-Z-J-R-A-N-V-N-N;0;1;0;11
V-R-N-Z-J-V-P-N;0;1;0;8
V-D-D-Z-R-N-Z-V-N;0;1;0;9
V-D-J-J-D-V-P-A-N-T-V-Z-J-D-P-T-V-Z-J-R-N-D-V-P-N-Z-N;0;1;0;27
V-D-D-Z-J-P-A-N-J-N-J-N-P-V-N-Z-Z-V-P-N;0;1;0;20
V-J-A-A-Z-V-P-N;0;1;0;8
V-Z-V-P-A-J-A-N;0;1;0;8
V-N-P-J-V-N-N;0;1;0;7
V-D-Z-P-V-A-R-N-R-N-P-N-Z-R-A-N-J-A-N-N-P-D-V-Z-J-N;0;1;0;26
V-D-Z-D-J-D-J-V-V-A-N-Z-D-V-A-A-N;0;1;0;17
V-P-D-D-D-Z-R-N-V-R-N-Z-J-N-V-D-N;0;1;0;17
V-Z-J-V-P-V-Z-P-D-V-N;0;1;0;11
V-D-Z-J-J-R-N-V-V-N;0;1;0;10
V-R-P-N-D-R-A-N-N-N;0;1;0;10
V-D-J-N-V-A-N;0;1;0;7
V-Z-J-D-N-D-Z-V-P-V-A-N;0;1;0;12
V-D-R-N-Z-V-V-R-P-N-R-P-N-A-N;0;1;0;15
V-N-N-Z-X-R-P-V-Z-J-D-C-Z-R-P-P-J-C-R-N-V-R-A-N;0;1;0;24
V-R-A-N-Z-J-V-V-D-N;0;1;0;10
