podstatné jmeno;typ;anotovano;left;kwic;right;kwic pos;kwic pos2;kwic pos2 full;kwic length
respekt;V-N;1;K jednomu zvonu však stále ;chová respekt ;. ;V-N;V-N;VB-NN;2
respekt;V-N;1;Koučův agent však prohlásil , že interview bylo překrouceno a že Ranieri ;chová k Abramovičovi „ velký respekt ;“ . ;V-R-N-Z-A-N;V-RR-NN-Z:-AA-N;VB-RR-NN-Z:-AA-NN;6
respekt;V-N;1;Domácí házenkáři přesto ;chovají k týmu Bohemians respekt ;. ;V-R-N-N-N;V-RR-NN-NN-N;VB-RR-NN-NN-NN;5
respekt;V-N;1;Možná nás některé týmy už nemají tak rády , ale ;chovají k nám velký respekt ;. ;V-R-P-A-N;V-RR-PP-AA-N;VB-RR-PP-AA-NN;5
respekt;V-N;1;Čekám těžké utkání , k soupeři ;chováme sportovní respekt ;", "" uvedl liberecký kouč Vítězslav Lavička . ";V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Nepatřím k těm , kteří kvitovali výsledek volby právě s nadšením , přesto však ;chovám k prezidentu republiky úctu a respekt ;, nejméně takovou jako k samotné České republice , jejímž je - bez jakéhokoli patosu - hlava státu žijícím symbolem . ;V-R-N-N-N-J-N;V-RR-NN-NN-NN-J^-N;VB-RR-NN-NN-NN-J^-NN;7
respekt;V-N;1;Přítočno si před začátkem turnaje přálo , aby došlo k jeho souboji s Hostouní , jejíž trenér Mužík ;chová k tomuto soupeři respekt ;. ;V-R-P-N-N;V-RR-PD-NN-N;VB-RR-PD-NN-NN;5
respekt;V-N;1;„ My půjdeme do utkání s tím , že je to favorit soutěže , takže jako k takovému k němu ;chováme respekt ;, na druhou stranu tam nepojedeme odevzdaní , a rozhodně si nějaký ten bod odvézt chceme , “ má jasno náchodský trenér . ;V-N;V-N;VB-NN;2
respekt;V-N;1;Praha  Fotbalisté Švýcarska k české reprezentaci ;chovají respekt ;. ;V-N;V-N;VB-NN;2
respekt;V-N;1;Dávaly najevo , že k němu ;chovají hluboký respekt ;. ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Každopádně ho beru za vynikajícího kouče i hokejistu , ;chovám k němu velký respekt ;. ;V-R-P-A-N;V-RR-P5-AA-N;VB-RR-P5-AA-NN;5
respekt;V-N;1;Koneckonců svatý jurodivý Vasilij Blažený ( neboli Blázen ) byl možná jedinou lidskou bytostí , před níž ;choval respekt ;i Ivan Hrozný . ;V-N;V-N;Vp-NN;2
respekt;V-N;1;Když se před dvěma lety redaktoři Břeclavského deníku ptali představitelů města , ke komu v zastupitelstvu ;chovají největší respekt ;, Marta Strušková stanula na prvním místě . ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Samozřejmě k soupeři ;chovám respekt ;, strach však určitě nemám , naopak na utkání se moc těším . ;V-N;V-N;VB-NN;2
respekt;V-N;1;Není - li to možné , snažím se věřit autorům a autoritám , které znám osobně a ;chovám k nim dlouhodobý respekt ;. ;V-R-P-A-N;V-RR-P5-AA-N;VB-RR-P5-AA-NN;5
respekt;V-N;1;K dnešnímu soupeři ;chová šedesátiletý Chilan respekt ;. ;V-A-N-N;V-AA-NN-N;VB-AA-NN-NN;4
respekt;V-N;1;Vždy jsem k němu ;choval velký respekt ;", "" reagoval slavný režisér . ";V-A-N;V-AA-N;Vp-AA-NN;3
respekt;V-N;1;""" Ke třetí lize jsem ";choval respekt ;, proto jsem byl z její úrovně docela zklamaný . ;V-N;V-N;Vp-NN;2
respekt;V-N;1;Potvrzuje kvality i jako trenér , ;chovám k němu velký respekt ;, “ podělil se o své pocity sparťanský lodivod Vítězslav Lavička . ;V-R-P-A-N;V-RR-P5-AA-N;VB-RR-P5-AA-NN;5
respekt;V-N;1;Neměli to se mnou jednoduché , protože jsem velký trémista , a když točíte s panem Töpferem a dalšími úctyhodnými kolegy , tak k nim ;chováte respekt ;. ;V-N;V-N;VB-NN;2
respekt;V-N;1;;Chovám k těmhle lidem obrovský respekt ;. ;V-R-P-N-A-N;V-RR-PD-NN-AA-N;VB-RR-PD-NN-AA-NN;6
respekt;V-N;1;Přestože hradišťský kouč ;chová ke kvalitám soupeře respekt ;, nic jiného než postup nebere . ;V-R-N-N-N;V-RV-NN-NN-N;VB-RV-NN-NN-NN;5
respekt;V-N;1;Ti , kdo se u nás chtějí svézt po zvedající se nacionalistické ( či eufemisticky řečeno vlastenecké ) vlně a konjunkturálně volají „ Česko first ! “ , si možná namlouvají , že může vzniknout jakási globální nacionalistická internacionála , v jejímž rámci k sobě budou ;chovat nacionální egoisté hluboký a vzájemně výhodný respekt ;. ;V-A-N-A-J-D-A-N;V-AA-NN-AA-J^-Dg-AA-N;Vf-AA-NN-AA-J^-Dg-AA-NN;8
respekt;V-N;1;;Chovají k sobě respekt ;, “ pochvaluje si . ;V-R-P-N;V-RR-P6-N;VB-RR-P6-NN;4
respekt;V-N;1;Š : ;Chováme veliký respekt ;k těmto názorům a ke všem rastamanům . ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Jako studující oboru etnologie ;chovám úctu a respekt ;vůči nativním kulturám Ameriky i lidem pozitivně spřízněným s příslušníky těchto přírodních národů , ale smysl a cíl zmíněného příspěvku mi jaksi uniká . ;V-N-J-N;V-NN-J^-N;VB-NN-J^-NN;4
respekt;V-N;1;Je potřeba k nim ;chovat respekt ;, ale není třeba se jich bát . ;V-N;V-N;Vf-NN;2
respekt;V-N;1;A samozřejmě mlčenlivý dlouhán Peroutka , k němuž každý ;choval respekt ;. ;V-N;V-N;Vp-NN;2
respekt;V-N;1;Musíš se naučit číst vodu , které jsem se strašně bál a dodnes k ní ;chovám obrovský respekt ;. ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Plzeň přijela do Opavy kompletní , čímž jasně ukázala , že k vám ;chová respekt ;... ;V-N;V-N;VB-NN;2
respekt;V-N;1;Scénář , že v Chelsea budou nakonec působit oba , je však možný , byť Courtois v květnu uvedl , že sice k Čechovi ;chová respekt ;, ale sportovní rivalitu mezi nimi si nedokáže představit . ;V-N;V-N;VB-NN;2
respekt;V-N;1;„ ;Chovám velký respekt ;k tomu , co tady Barcelona předvedla . ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Martin Ticháček dnes už bývalého reprezentačního kouče poznal dobře ještě jako aktivní hráč při angažmá ve Viktorii Plzeň a od té doby k němu ;chová velký respekt ;. ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Podle Steinbauera naštěstí většina Pražanů ;chová k exotickým zvířatům dostatečný respekt ;. ;V-R-A-N-A-N;V-RR-AA-NN-AA-N;VB-RR-AA-NN-AA-NN;6
respekt;V-N;1;„ K Bayernu Mnichov jsme ;chovali respekt ;, ale rozhodně jsme se ho nebáli , přestože jsme tenkrát hráli jen druhou ligu . “ ;V-N;V-N;Vp-NN;2
respekt;V-N;1;Ano , k Chelsea ;chováme nejhlubší respekt ;", ale chystáme se je vyřadit , "" říká ředitel Interu a bývalý nejlepší hráč světa Luís Figo . ";V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;;Chovám velký respekt ;a úctu k lidem , kteří dřou i přes svůj hendikep . ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;A samozřejmě mlčenlivý dlouhán Peroutka , k němuž každý ;choval respekt ;. ;V-N;V-N;Vp-NN;2
respekt;V-N;1;K soupeři ;chováme přirozeně respekt ;", "" poznamenal trenér letenských Vítězslav Lavička . ";V-D-N;V-Dg-N;VB-Dg-NN;3
respekt;V-N;1;Pohodový klučina ke svému novému spoluhráči z elitní pětice ;chová patřičný respekt ;. ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;""" Ale ";chovám respekt ;"k lidem , kteří něco dokázali , "" zdůraznil . ";V-N;V-N;VB-NN;2
respekt;V-N;1;OSTRAVA  LIBEREC - ;Chovají vzájemný respekt ;, vyznávají podobný způsob hry , jsou obávanými soupeři Sparty i Slavie . ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;K Václavu Havlovi nebo Alexandru Solženicynovi ;chovám velký respekt ;, byli stateční a výjimečně talentovaní , avšak obviňování „ obyčejných lidí “ , lidí , které nikdo neznal a kteří pod sebou neměli mezinárodní záchrannou síť , je podle mého soudu pochybné . ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;;Chovám k němu obrovský respekt ;. “ ;V-R-P-A-N;V-RR-P5-AA-N;VB-RR-P5-AA-NN;5
respekt;V-N;1;K horám ;chovej vždy respekt ;, i když vše vypadá zdánlivě jednoduše . ;V-D-N;V-Db-N;Vi-Db-NN;3
respekt;V-N;1;K Massovi prý ;chová respekt ;. ;V-N;V-N;VB-NN;2
respekt;V-N;1;"Karel Jonák k tomu poznamenává : "" Potkal jsem po cestě spoust u mistrů světa našich i cizích , úřadujících i bývalých , všichni byli v pohodě - nenamyšlení a skromní , ale Tomáš ";choval zřetelný respekt ;"a úctu celého zbývajícího houfu soupeřů , i když dnes skončil až třináctý . "" ";V-A-N;V-AA-N;Vp-AA-NN;3
respekt;V-N;1;Vždy k němu ;choval velký respekt ;, ale nebál se o něm psát i kontroverzně . ;V-A-N;V-AA-N;Vp-AA-NN;3
respekt;V-N;1;Určitě k němu všichni ;chovají respekt ;"; mluví tak klidně a rozvážně . ";V-N;V-N;VB-NN;2
respekt;V-N;1;„ K Wolfsburgu ;chováme maximální respekt ;, mají velmi kvalitní mužstvo a ve fotbale nikdy nevíte . ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Bajsangurov konstatoval , že ke Konečnému ;chová respekt ;, ale varoval jej , aby jeho kvality neposuzoval podle předchozího těžkého duelu se Sorem , s nímž boxoval po zranění . ;V-N;V-N;VB-NN;2
respekt;V-N;1;„ Navzájem se uznáváme a táhneme za jeden provaz , “ dodává uctivě na adresu svého nadřízeného , k němuž ;chová velký respekt ;. ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Nikdy to ale nebylo otravné , lidi k vám ;chovají respekt ;. “ ;V-N;V-N;VB-NN;2
respekt;V-N;1;Vždycky jsem k ní ;chovala velký respekt ;. ;V-A-N;V-AA-N;Vp-AA-NN;3
respekt;V-N;1;„ Vždycky jsem ;choval respekt ;vůči švábům , “ svěřil se v závěru článku ve Science Schal . ;V-N;V-N;Vp-NN;2
respekt;V-N;1;Při sedimentaci raději uhýbám zrak , pohled na krev mi nedělá dobře , a proto ;chovám velký respekt ;ke všem , co chodí krev darovat pravidelně a s takovou samozřejmostí . ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;K Balotellimu ;chová velký respekt ;a oceňuje to , že v jarní části sezony po přestupu z Manchesteru City nasázel ve třinácti zápasech v dresu AC Milán dvanáct branek . ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;„ K Živanicím ;chováme respekt ;, ale nejedeme tam odevzdaní “ ;V-N;V-N;VB-NN;2
respekt;V-N;1;Jejich oddanost přírodě a činnost obdivuji a současně k nim ;chovám obrovský respekt ;. ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Zkušený kouč ;chová ke svému bývalému svěřenci velký respekt ;. ;V-R-P-A-N-A-N;V-RV-P8-AA-NN-AA-N;VB-RV-P8-AA-NN-AA-NN;7
respekt;V-N;1;„ Nerad bych byl vnímán jako nějaký aktivista přes domácí porody , já jsem jen soudce , který zná judikaturu Ústavního soudu a Evropského soudu pro lidská práva a k nim ;chová respekt ;. ;V-N;V-N;VB-NN;2
respekt;V-N;1;Je to sice hodně hutné , úplně jiné , než jak bychom to dělali v Itálii – guláš na italský způsob by byl hlavně postavený na zelenině , jen mrkev , rajčata , cibule a hovězí vývar – ale ;chovám respekt ;ke všem kuchyním světa . ;V-N;V-N;VB-NN;2
respekt;V-N;1;Já k němu ;nechovám úctu a respekt ;. ;V-N-J-N;V-NN-J^-N;VB-NN-J^-NN;4
respekt;V-N;1;Zlínští se netají svými úmysly , cílevědomě pracují a chtějí znovu uspět , zároveň však ;chovají respekt ;k dnešnímu soupeři . ;V-N;V-N;VB-NN;2
respekt;V-N;1;Chrudimská rezerva se prezentuje technickým fotbalem plným pohybu , ke kterému ;chováme velký respekt ;. ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;„ ;Chovám k panu Kissingerovi obrovský respekt ;a cením si , že se podělil o své názory , “ řekl podle AFP Trump . ;V-R-N-N-A-N;V-RR-NN-NN-AA-N;VB-RR-NN-NN-AA-NN;6
respekt;V-N;1;;Chovám ke Germánům určitý respekt ;. ;V-R-N-A-N;V-RV-NN-AA-N;VB-RV-NN-AA-NN;5
respekt;V-N;1;„ Mrzí mě jedna věc : místo , abychom si vážili legend , jako je Milan Baroš , nebo Tomáš Sivok , kteří pro Českou republiku udělali něco fantastického , tak k nim ;nechováme respekt ;. ;V-N;V-N;VB-NN;2
respekt;V-N;1;""" ";Chováme k Yahoo velký respekt ;"a společně můžeme nabídnout zákazníkům , vydavatelům i reklamním společnostem vylepšené sady řešení , pokud získáme lepší pozici v konkurenci na trhu online služeb , "" uvedl v prohlášení společnosti její výkonný ředitel Steve Ballmer . ";V-R-N-A-N;V-RR-NN-AA-N;VB-RR-NN-AA-NN;5
respekt;V-N;1;;Chovám k nim veliký respekt ;. ;V-R-P-A-N;V-RR-P5-AA-N;VB-RR-P5-AA-NN;5
respekt;V-N;1;Jenže tady i za normální situace lidé ;chovají daleko větší respekt ;k sestrám a lékařům , než to je zvykem v České republice . ;V-D-A-N;V-Dg-AA-N;VB-Dg-AA-NN;4
respekt;V-N;1;A k novinářům vždy ;choval úctu a respekt ;, možná proto , že jeho otec jako novinář začínal . ;V-N-J-N;V-NN-J^-N;Vp-NN-J^-NN;4
respekt;V-N;1;„ Pořád se milujeme , ;chováme k sobě respekt ;, ale nějakou dobu teď budeme žít odděleně . ;V-R-P-N;V-RR-P6-N;VB-RR-P6-NN;4
respekt;V-N;1;I z tohoto důvodu k němu jako k hráči ;chovám obrovský respekt ;. ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Nemámna mysli namistrování , ale ;chovat respekt ;k soupeři . ;V-N;V-N;Vf-NN;2
respekt;V-N;1;"druhé straně "" jsou lidé , u nichž obdivujete jejich intelektuální kapacitu , jsou tam lidé , o nichž víte , že když se s nimi na něčem dohodnete , tak tu dohodu dodrží a nikdy proti vám nepoužijí některé opravdu špinavé prostředky [ 8230 ] K takovým politickým protivníkům ";chováte respekt ;- ale přátelství je přece jen něco jiného . ;V-N;V-N;VB-NN;2
respekt;V-N;1;;Chovám k němu obrovský respekt ;, říká ;V-R-P-A-N;V-RR-P5-AA-N;VB-RR-P5-AA-NN;5
respekt;V-N;1;Když si toho nevážím , nemá to pro mě skutečnou cenu , tudíž ;nechovám k úspěchu respekt ;. ;V-R-N-N;V-RR-NN-N;VB-RR-NN-NN;4
respekt;V-N;1;A navíc ;chovám ke jménu Vitacit pořád respekt ;. ;V-R-N-N-D-N;V-RV-NN-NN-Db-N;VB-RV-NN-NN-Db-NN;6
respekt;V-N;1;K dosavadním úspěšným výsledkům Zlína ;chová slovenský reprezentant respekt ;. ;V-A-N-N;V-AA-NN-N;VB-AA-NN-NN;4
respekt;V-N;1;Já ke koním ;chovám nesmírnou úctu , obdiv a pochopitelně i obrovský respekt ;. ;V-A-N-Z-N-J-D-J-A-N;V-AA-NN-Z:-NN-J^-Dg-J^-AA-N;VB-AA-NN-Z:-NN-J^-Dg-J^-AA-NN;10
respekt;V-N;1;„ K soupeři ;chováme respekt ;, ale ne obdiv ! ;V-N;V-N;VB-NN;2
respekt;V-N;1;Praha – Frontman slovenské kapely Team Paľo Habera je zkušený porotce SuperStar – tisíce soutěžících , kteří mu „ prošli rukama “ , k němu taky ;chovají největší respekt ;. ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Musím říci , že k němu ;chovám hluboký respekt ;. ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Musím ale dodat , že ke hře a kvalitám milevského týmu stále ;chovám respekt ;". "" ";V-N;V-N;VB-NN;2
respekt;V-N;1;Ta Jana je typ rázné energické ženské , ke které mužská část populace v lepším případě ;chová respekt ;, a v horším se jí bojí . ;V-N;V-N;VB-NN;2
respekt;V-N;1;Mimochodem když zmiňuju tátu , k rodičům taky ;chovám velký respekt ;. ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;To však neznamená , že bude během utkání ;chovat k soupeři příliš velký respekt ;. ;V-R-N-D-A-N;V-RR-NN-Db-AA-N;Vf-RR-NN-Db-AA-NN;6
respekt;V-N;1;Pokud se vaši politici skutečně budou navzdory faktům ;chovat ke Kremlu jako k demokracii zasluhující si respekt ;, pak dříve nebo později poznáte jejich demokracii na vlastní kůži . ;V-R-N-J-R-N-A-P-N;V-RV-NN-J,-RR-NN-AG-P7-N;Vf-RV-NN-J,-RR-NN-AG-P7-NN;9
respekt;V-N;1;I po mnoha letech po rozchodu k ní ;choval nesmírný lidský i profesní respekt ;. ;V-A-A-J-A-N;V-AA-AA-J^-AA-N;Vp-AA-AA-J^-AA-NN;6
respekt;V-N;1;K našim soupeřům ;chováme velký respekt ;a vždy se snažíme hrát co nejlépe . ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;;Chovám ke Gustavovi velký respekt ;a obdiv . ;V-R-N-A-N;V-RV-NN-AA-N;VB-RV-NN-AA-NN;5
respekt;V-N;1;„ ;Choval jsem vůči panu Holíkovi respekt ;, i když měl konfliktní povahu , ale to k němu patřilo . ;V-V-R-N-N-N;V-VB-RR-NN-NN-N;Vp-VB-RR-NN-NN-NN;6
respekt;V-N;1;„ To už její hry mohou mít pro člověka fatální následky , proto je třeba k takovému zvířeti ;chovat obrovský respekt ;. ;V-A-N;V-AA-N;Vf-AA-NN;3
respekt;V-N;1;Plzeňský celek je mladý , běhavý , ale i když k soupeři ;chovám respekt ;, nemůžeme jet na Petřín pro nic jiného než tři body . ;V-N;V-N;VB-NN;2
respekt;V-N;1;""" Tady je normální , že hráči k sobě ";chovají vzájemný respekt ;a úctu . ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Buď vám dají najevo , že k vám ;chovají úctu a respekt ;za to , že se tomu věnujete , nebo to nemá cenu . ;V-N-J-N;V-NN-J^-N;VB-NN-J^-NN;4
respekt;V-N;1;I proto k němu herci ;chovají veliký respekt ;. ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Jednička lazeckého výběru a zároveň i manažer klubu Ondřej Buba připouštěl , že k hostujícímu mužstvu Robot ;choval určitý respekt ;. ;V-A-N;V-AA-N;Vp-AA-NN;3
respekt;V-N;1;K soupeři ;chováme respekt ;, nicméně jsme , myslím , byli lepším týmem . ;V-N;V-N;VB-NN;2
respekt;V-N;1;Problém je v tom , že společnost , která ;nechová respekt ;k vlastním zástupcům , uráží sama sebe . ;V-N;V-N;VB-NN;2
respekt;V-N;1;;Chovám k ní samozřejmě velkou úctu a respekt ;. ;V-R-P-T-A-N-J-N;V-RR-P5-TT-AA-NN-J^-N;VB-RR-P5-TT-AA-NN-J^-NN;8
respekt;V-N;1;Měl by ;chovat respekt ;ke svému prezidentovi , ať už je jakýkoliv . ;V-N;V-N;Vf-NN;2
respekt;V-N;1;„ Mí budoucí spoluhráči mi gratulovali k triumfu a já jsem za to opravdu šťastný , protože jsou to hráči , které obdivuji a ;chovám k nim respekt ;, “ vzkazoval jim rozzářený Neymar . ;V-R-P-N;V-RR-P5-N;VB-RR-P5-NN;4
respekt;V-N;1;Za sebe ale musím říci , že ;chovám k takovému počinu velký respekt ;. ;V-R-P-N-A-N;V-RR-PD-NN-AA-N;VB-RR-PD-NN-AA-NN;6
respekt;V-N;1;Jsem rád , protože k Jiřince ;chovám velký respekt ;. ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Hráči k němu ;chovají respekt ;, zejména ti mladí . ;V-N;V-N;VB-NN;2
respekt;V-N;1;Chceme , aby svět byl lepším místem pro život , vychováváme tedy děti , aby se na tom aktivně podílely a aby ;chovaly respekt ;k druhým a životu jako takovému . ;V-N;V-N;Vp-NN;2
respekt;V-N;1;„ Pořád ale ;chováme respekt ;ke kvalitě Sparty a její tradici . ;V-N;V-N;VB-NN;2
respekt;V-N;1;Samozřejmě k soupeři ;chováme patřičný respekt ;, jelikož je to tým , kterému zůstaly druholigové podmínky , a navíc se jim příliš loňský kádr nezměnil . ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Nicméně ;choval velký respekt ;k tradici , stejně jako já . ;V-A-N;V-AA-N;Vp-AA-NN;3
respekt;V-N;1;K budějovickému týmu ovšem ;chová respekt ;. ;V-N;V-N;VB-NN;2
respekt;V-N;1;U všech účastníků se mi líbilo , že ;chovali respekt ;jeden vůči druhému a bojovali srdcem . ;V-N;V-N;Vp-NN;2
respekt;V-N;1;Vím však jistě , že Liverpool to proti ní nepodcení , ;chová respekt ;ke každému soupeři , “ říká sedmnáctiletý odchovanec Baníku , který na Anfi led Road „ kroutí “ druhou sezonu . ;V-N;V-N;VB-NN;2
respekt;V-N;1;K Massovi prý ;chová respekt ;. ;V-N;V-N;VB-NN;2
respekt;V-N;1;K soupeři ovšem ;chová patřičný respekt ;. ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;I když má třicetiletou chovatelskou zkušenost , ;chová Vojtěch Dzik k jedovatým hadům respekt ;. ;V-N-N-R-A-N-N;V-NN-NN-RR-AA-NN-N;VB-NN-NN-RR-AA-NN-NN;7
respekt;V-N;1;Struck uvedl , že SPD nepociťuje škodolibou radost nad potížemi svých politických protivníků a ;chová respekt ;k obyčejným členům CDU jako svým politickým konkurentům v demokratické soutěži . ;V-N;V-N;VB-NN;2
respekt;V-N;1;;Chovám velký respekt ;a přátelství vůči Rusku , ale nemám rád autoritářství , imperialismus a diktaturu . ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;""" Ti nejmladší ke mně ";chovali ze začátku přílišný respekt ;, moc toho nenamluvili . ;V-R-N-A-N;V-RV-NN-AA-N;Vp-RV-NN-AA-NN;5
respekt;V-N;1;Nicméně k nim ;chováme respekt ;a pořád se s nimi potkáváme ve finále soutěží o zakázky . ;V-N;V-N;VB-NN;2
respekt;V-N;1;Naopak : rané křesťanství se nakazilo od pozdní antiky , a místo co by ;chovalo k tělu uvážlivý respekt ;", jak mu bylo původně vlastní , upadlo - naštěstí nikdy ne celé ! - do té podezřívavé antitělesné schízy . "" A stejně nemůžeš popřít , že se ' dovolené ' a ' nedovolené ' , ' slušné ' a ' neslušné ' , když jde o tělo , ";V-R-N-A-N;V-RR-NN-AA-N;Vp-RR-NN-AA-NN;5
respekt;V-N;1;;Chováme k ní všichni obrovský respekt ;", "" varoval mě odpoledne před mým prvním experimentem Viktor , dvacetiletý Švýcar , který se v Takiwasi léčil ze závislosti na heroinu . ";V-R-P-P-A-N;V-RR-P5-PL-AA-N;VB-RR-P5-PL-AA-NN;6
respekt;V-N;1;Rakovník – Šestnáctiletý Petr Doležal z Nového Strašecí , student kvinty rakovnického Gymnázia Zikmunda Wintra , patří k lidem , před kterými ;chovám tichý respekt ;. ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;„ Byli jsme připraveni na to , že počet lidí , kteří se rozhodnou opustit církev , může být velký , a ;chováme velký respekt ;k volbě každého jednotlivce . ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;„ My ;chováme k síle tradičního soupeře respekt ;, ale víme , že ho umíme porazit . ;V-R-N-A-N-N;V-RR-NN-AA-NN-N;VB-RR-NN-AA-NN-NN;6
respekt;V-N;1;Pětinásobná držitelka titulu ROXY PRO je sice zkušená profesionální surfařka , k oceánu přesto ;chová silný respekt ;. ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Oba soupeři k sobě na začátku ;chovali respekt ;, postupně ale zvyšovali obrátky a slušně zaplněná hala se měla na co koukat . ;V-N;V-N;Vp-NN;2
respekt;V-N;1;Proto není divu , že kouč Žirovnice Leoš Mitas ;chová k protivníkovi respekt ;. ;V-R-N-N;V-RR-NN-N;VB-RR-NN-NN;4
respekt;V-N;1;"Jedna vysokoškolská studentka prohlašuje , že její generaci "" zajímá podnikání , ne politika "" a k mocným ";nechová přílišný respekt ;. ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;;Chovám totiž respekt ;k soupeři . ;V-T-N;V-TT-N;VB-TT-NN;3
respekt;V-N;1;K Viktorii ale jeho svěřenci ;chovají respekt ;. ;V-N;V-N;VB-NN;2
respekt;V-N;1;Od té doby ;chovám ke koním velký respekt ;. ;V-R-N-A-N;V-RV-NN-AA-N;VB-RV-NN-AA-NN;5
respekt;V-N;1;Ježčata však k podobným soupeřům ;nechovají respekt ;a vždy se chtějí ještě více vytáhnout . ;V-N;V-N;VB-NN;2
respekt;V-N;1;A ;chovám nejhlubší respekt ;k tomu , že diváci domácí zápasnici podporují . ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Budu k němu navždy ;chovat respekt ;a úctu . ;V-N;V-N;Vf-NN;2
respekt;V-N;1;Nováčci zpočátku ;chovali k soupeřům přehnaný respekt ;, což nám pomohlo nahnat další body a po bojovnější druhé půli vysoko vyhrát , “ komentoval závěr sezony šéf klubu Miloš Vodrážka . ;V-R-N-A-N;V-RR-NN-AA-N;Vp-RR-NN-AA-NN;5
respekt;V-N;1;Přestože česká hvězda nesplnila očekávání , s nímž ji majitel Leonsis do metropole USA přivedl , hráči k českému útočníkovi ;chovali velký respekt ;. ;V-A-N;V-AA-N;Vp-AA-NN;3
respekt;V-N;1;Ta osa je hodně dobrá , takže se ani nedá říct , že by jejich vysoké postavení v tabulce bylo překvapením , “ ;chová Ordoš k soupeři respekt ;. ;V-N-R-N-N;V-NN-RR-NN-N;VB-NN-RR-NN-NN;5
respekt;V-N;1;;Chováme k němu velký respekt ;. ;V-R-P-A-N;V-RR-P5-AA-N;VB-RR-P5-AA-NN;5
respekt;V-N;1;Je potřeba k nim ;chovat respekt ;, ale není třeba se jich bát . ;V-N;V-N;Vf-NN;2
respekt;V-N;1;Když máme problém ;chovat respekt ;ke spoluobčanům i sami k sobě , proč bychom to měli dokázat vůči uprchlíkům ? ;V-N;V-N;Vf-NN;2
respekt;V-N;1;A k Berdychovi ;chová velký respekt ;. ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Moji oba rodiče byli učitelé , takže k tomuto povolání ;chovám hluboký respekt ;. ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Když si k Nedvědovi a Rosickému přidám Kollera , Lokvence nebo Ujfalušiho , tak musím ;chovat k takovému týmu nejvyšší respekt ;. « ;V-R-P-N-A-N;V-RR-PD-NN-AA-N;Vf-RR-PD-NN-AA-NN;6
respekt;V-N;1;K Veithové , která sbírala úspěchy už za svobodna jako Anna Fenningerová , ;chová velký respekt ;. ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Na závěrečné party Petter Northug před celým norským týmem říkal , že ke mně ;chová respekt ;. ;V-N;V-N;VB-NN;2
respekt;V-N;1;Jak to , že k němu stále ;chováte úctu a respekt ;? ;V-N-J-N;V-NN-J^-N;VB-NN-J^-NN;4
respekt;V-N;1;;Chovám k němu respekt ;, on tu u sérii rozhodl . ;V-R-P-N;V-RR-P5-N;VB-RR-P5-NN;4
respekt;V-N;1;Dodnes k nim ;chovám ohromný respekt ;. ;V-A-N;V-AA-N;VB-AA-NN;3
respekt;V-N;1;Pořád k nim ;chovám velký respekt ;. ;V-A-N;V-AA-N;VB-AA-NN;3
